pos_x_m,pos_y_m,elevation
0.0,0.0,86.804618835
-283.7157260706881,229.48884311970323,99.034667969
-291.9572985713603,219.0310876648873,98.835632324
-273.8779208875494,241.40219645341858,99.159210205
-274.7931812610477,222.34872281132266,98.403152466
-294.5624430005555,237.80583728523925,99.738548279
-185.85721734992694,151.37298070220277,90.171699524
-195.19469627458602,158.56242536753416,90.220947266
-194.61105804966064,139.7790556238033,89.786903381
-176.64708847249858,163.29407420475036,90.527030945
-177.1159664054867,143.7360927495174,90.106010437
-3.779203834303189,380.16240821639076,104.091621399
-11.348071314394474,387.79597885906696,104.275588989
4.41350521374261,370.6913247490302,103.559288025
-11.459611581696663,371.028463749215,103.648094177
3.80390629300382,388.88719187350944,104.042274475
9.946955704712309,-8.716046190820634,86.700805664
17.997547452745494,-15.479285749606788,86.552459717
3.9093064127955586,-3.4301228267140687,86.752601624
20.447887299989816,3.8438856066204607,86.649711609
-86.81505486561218,467.12379527278244,108.772994995
-96.04800928529585,477.572498398833,109.311935425
-94.97538850922137,459.5151581685059,108.646987915
-78.7075167701696,458.2525569833815,108.305801392
-77.67190174839925,474.3323146547191,108.709732056
238.3378527777968,-214.27890256652609,83.106422424
246.82332601968665,-203.47985194530338,83.056747437
230.3550082994043,-205.7089352775365,83.128807068
246.40391769772395,-222.83878120640293,82.98285675
230.38533864053898,-224.51879498315975,82.961433411
398.85897800460225,-347.34732684725896,82.136627197
395.4434277139371,-360.2929271934554,81.903785706
386.99797980324365,-341.1149904001504,82.225997925
411.7992331710411,-351.3635283289477,81.973098755
99.85427355777938,-87.47515972424299,84.01574707
111.56032322673127,-98.06456746393815,83.906486511
90.02318036247743,-101.13018291257322,83.690200806
109.83820959413424,-74.15469835558906,84.009017944
89.58584237261675,-77.09173474088311,84.105445862
-192.80275163182523,-362.26658657798544,84.341644287
-196.30682200926822,-358.9078636704944,84.441642761
-223.12639037007466,-301.4207807062194,85.374954224
-215.98209640127607,-292.40245636133477,85.461479187
-229.05019413284026,-296.63517281832173,85.336700439
-518.10797292192,-62.79351660422981,90.439903259
-513.58762531908,-56.99290108541027,90.563674927
-524.2748783967108,-70.38178387703374,90.282981873
320.22697413538117,388.6061608013697,89.749763489
315.4221926429891,392.02483127545565,89.709762573
365.6461602965719,354.5845366101712,88.588340759
329.48076155304443,382.1169458432123,89.566810608
188.3434758313233,420.4274698290974,95.749679565
183.27103392820572,413.95671915542334,95.851745605
198.1922991797328,412.77748619252816,95.187210083
-96.7162894505309,-141.90274544805288,86.14604187
-88.114468091866,-148.12934252014384,85.973197937
-102.48254195903428,-137.82892404636368,86.090270996
-89.54966792481719,-133.30604397738352,86.189956665
-393.9913906288566,93.93167675891891,93.763015747
-396.23219144454924,112.29166370956227,94.061096191
-404.38604988518637,102.23218883853406,93.734046936
-384.6277869468322,86.61971844313666,93.25202179
-383.4568788599572,106.18023346411064,93.996505737
-400.6073526358814,85.83864718629047,93.59185791
141.6191908303881,-377.81044107908383,81.49243927
154.84569310222287,-343.02480064705014,81.7733078
134.59478189633228,-397.51063412614167,81.302459717
296.71374531125184,-127.80431521683931,83.629302979
305.56276734994026,-110.61040439317003,83.700431824
294.3344028981519,-132.1783996759914,83.629302979
319.0431475075893,-78.41172192944214,83.730445862
334.68004053499317,-34.31686926493421,83.796577454
314.0254397294484,-91.01625502388924,83.72731781
344.80769349692855,-0.724480317439884,83.620307922
350.0375965057756,14.162139247637242,83.875343323
359.61292029567994,4.463921666145325,83.77835083
335.7384509079857,28.64216880267486,84.080383301
403.91962996014627,325.0304487259127,88.022064209
409.57396299630636,331.5386267588474,88.09803009
397.80413329735165,317.03064229432493,82.631126404
397.0269979083678,330.6037425189279,87.981002808
83.24111005535815,286.72092130826786,95.825843811
74.62441549694631,276.50032032327726,95.669425964
72.57981724583078,298.1627584565431,96.229820251
91.80465737445047,277.36741261417046,95.29385376
-88.54649477469502,74.38500998355448,88.638801575
-98.85502391326008,61.71194953145459,88.413925171
-98.33711739780847,82.2785673760809,88.775169373
-78.1679179702187,65.4972556787543,88.41985321
-196.38846711924998,-63.067202903330326,87.002510071
-204.60437095718225,-57.00046700146049,86.932487488
-190.27150994655676,-67.89951069746166,86.926956177
-201.48803316772683,-69.44870808301494,86.960929871
-324.0614004418021,-220.0953692975454,85.690887451
-325.6475809108815,-218.4457291867584,85.670890808
-330.2491344927694,-227.883134953212,85.583427429
-293.70819406665396,15.507897070609033,88.01235199
-303.1742779026972,22.75446474738419,88.153594971
-284.32674453861546,7.375128415878862,87.77355957
-287.45805752038723,23.128563842736185,88.07559967
-299.45735637121834,8.091849123127759,87.936004639
-419.4127851288067,-142.05317018413916,86.611038208
-424.89081348851323,-149.1730106053874,86.548469543
-412.9299358524149,-134.29124205792323,86.645500183
-428.1326577885193,-134.92648940347135,86.68346405
170.9284124475089,195.6123183015734,89.082901001
164.88608293118887,202.02943106275052,89.152099609
179.95630982756848,186.47507163183764,88.704940796
179.18935942579992,205.42697328375652,89.260803223
11.031499777454883,-224.0737350913696,82.240989685
6.039186429930851,-231.5102506945841,82.174835205
17.759881974721793,-216.59177064150572,82.252082825
-0.657226811745204,-215.09254141524434,82.224479675
21.485899063176475,-232.07504009827971,82.113822937
375.2013684712583,-510.1908284095116,80.703834534
363.0122364431154,-499.7844712762162,80.674804688
376.8647488672286,-498.6214136709459,80.767311096
-119.72725938638905,-417.85431377915666,81.16053009
-125.29737302963622,-424.96211154712364,81.096885681
-129.3414717061678,-410.59505444252864,81.252548218
