pos_x_m,pos_y_m,elevation
0.0,0.0,9.799201965
-6395.254375185003,9279.095734867267,7.177858353
-6380.505058951909,9269.809957012534,7.057879925
-6405.002187427017,9285.68107292056,7.347513199
-1156.0755263388855,3756.7647360144183,25.6973629
-769.9138687233208,3849.37159072794,34.520652771
-1122.3140415539965,3757.0709999362007,26.310203552
-569.6584440502338,3534.2812921917066,30.534770966
-557.1492848704802,3487.1921131070703,29.937885284
7357.667578432243,3364.0578624010086,7.082798004
7371.8302013397915,3362.58116681315,7.15881443
7348.453675674158,3364.7413858855143,6.886868
7333.383412255556,3655.347749006003,8.884022713
7336.670950113679,3826.985230132006,9.654931068
7433.565458313911,3838.174372348003,10.056553841
7308.159880039631,3823.755630013533,9.431326866
-7731.919099762104,-1865.6536735566333,9.670532227
-7750.48783923767,-1936.7197062922642,9.258560181
-7731.356175453868,-1862.3393698818982,9.650531769
-11430.95905656286,23.198804006911814,20.041532516
-11417.19493993069,40.45036262460053,19.911884308
-11450.631281663547,-2.170153047889471,20.209999084
-5719.250098691089,-907.318673199974,12.97504425
-5718.259626293671,-928.4453970817849,12.874638557
-9016.458500701818,3604.0166906183586,42.938220978
-9421.243972948054,2966.763936118223,33.587406158
-4357.60099488101,8166.949967629276,6.264364243
-4340.682172399946,8141.672021872364,6.357727528
-4377.006731385016,8195.083318940364,6.074149132
-4272.762464259402,8211.484497009777,6.614564896
-4306.906328366022,8351.523577423766,5.699122429
-8517.39611800341,-2448.7993544489145,2.578412533
-8518.514403941343,-2459.626969238743,2.422059059
-8516.615636448492,-2432.1480899434537,3.001281977
-4421.816163336043,8506.63224387914,4.711991787
-4420.599310405552,8458.336020375602,4.698412895
-4187.373238963308,8296.453316101804,6.167797565
-4215.040345274378,8399.180204535834,6.066500187
-4149.270283751772,8153.765447678976,6.914515495
-3755.433327324339,8725.05918245297,2.055664301
-3754.770450308686,8762.195948838256,1.7502985
-3753.8325634445064,8701.859774790704,2.157367706
-3750.688568545389,8656.348226982169,3.50801301
682.0120728299953,7267.928751680069,7.270998001
666.0452684984775,7274.379035026766,7.412032604
698.390042959014,7261.856435271911,7.100989342
-8043.779669476789,9941.122298369184,8.64695549
-8060.9523645666195,9969.011898711324,6.849512577
-7832.446969911107,10096.984808162786,12.140130043
-8089.928770833067,9909.001994852908,10.598994255
-8075.919673720491,9996.992825209163,6.513519287
-7868.104508483666,10149.117922719568,12.678434372
13566.280692528118,5989.2802750933915,11.91492939
13591.065094614518,5994.492788088508,11.565011024
13496.450396847213,5974.119666655548,13.090346336
-4797.191700239782,10584.306750559248,5.501511574
-4802.282183657866,10585.614977973513,5.581511497
-4793.349350423901,10582.409655713476,5.431136131
-3898.9528171032434,10692.700369780883,4.758775711
-3930.6641238547163,10679.705399715342,4.634871483
-3865.1619600869017,10707.00678972993,4.813347816
-4649.112751907785,12515.88157266751,8.486216545
-4659.993714828277,12507.924316146411,8.354318619
-4599.760245620855,12550.866579296067,9.050559044
-4501.292981008301,12309.869616939686,9.154816628
-4475.096997148008,12327.880994094536,9.513307571
-4546.720911657438,12277.388930366375,8.099726677
-3945.791038950789,11360.052239224315,3.497090101
-3958.300026312587,11361.53838564083,3.449080467
-3916.95463221136,11357.638084956445,3.559689999
-5549.343543059425,11500.245418092236,11.658743858
-5562.0993858969305,11527.791784644127,12.015394211
-5544.687645267579,11490.237105663866,11.569626808
9331.64881966717,3629.7487365426496,7.912805557
9343.030412033782,3648.252223841846,7.476830959
9307.493663480622,3590.3797763725743,9.544958115
-10086.318551491015,9429.711308917962,20.588813782
-10066.23572035518,9412.780467992648,21.180368423
14688.372880301555,7997.800675295293,7.047626972
14689.918816132587,7994.823609580286,6.927627087
14662.215438801679,8047.369933573529,8.546459198
2485.9868433487136,13182.248253215104,6.856196404
2523.791369604063,13239.951332706027,6.873997211
2463.199066914851,13147.394722399302,6.88265419
3202.8750008421484,12449.377547639422,1.551079631
3251.753544546431,12474.21557987947,1.738470674
3183.7965052939253,12438.368951193988,1.55425787
5145.701116752229,3687.0754068261012,11.332057953
5187.583093718975,3741.725873601623,10.601011276
5141.27430240775,3681.907016658224,11.40868187
5165.285356958164,3657.6248135697097,11.425946236
5083.193120640004,3580.715119689703,10.568692207
-3872.964856674429,-3088.4776621265337,3.285835981
-3865.624222122715,-3091.5032209763303,3.197882414
-3860.115640776232,-3095.466560716741,3.232722282
-3854.6528092985973,-3100.87540599145,3.246866941
-3850.5485615833895,-3105.9872866580263,3.453606367
-3847.3692474175477,-3111.2350021898746,3.43662262
-3845.36793479044,-3116.625322171487,3.333072186
-3843.9998925364343,-3123.5879638763145,3.294191599
-3843.6797463909024,-3129.2454455243424,3.214191675
-3834.696923244861,-3140.9594294000417,3.261111736
-3847.397471270873,-3144.898724710569,3.357230425
-3798.5181133417645,-3148.1463278699666,3.019999981
-3851.2802699548192,-3151.224108353257,3.242928982
-3855.4517724888865,-3156.2240239186212,3.20639658
-3860.6444583338453,-3160.9179500145838,3.219694138
-3865.2941627348773,-3163.8197691934183,3.177836657
-3871.212178477086,-3166.644403464161,3.214802742
-3880.594730159384,-3169.3394794818014,3.360589266
-3886.080835716217,-3169.3750802148134,3.194853783
-3891.925144756562,-3168.6425629369915,3.194853783
-3929.1490699631395,-3159.305611354299,2.917176485
-3936.8330982362386,-3156.0669697001576,2.848414421
-3941.721508762799,-3153.1979825245216,2.84625864
-3945.772293841932,-3150.0844034384936,2.726258516
-8615.465117943939,8652.15700852219,6.293736935
