from_node,to_node,speed_lim_mps,power_usage_kwh
1.0,2.0,11.465719650205761,0.0009522041991537524
1.0,3.0,11.175972222222223,0.001374607973790023
1.0,4.0,11.175972222222223,0.03110730700458042
2.0,7.0,11.465719650205761,0.0006114839284282438
2.0,1.0,11.465719650205761,0.004216956535351815
3.0,544.0,11.175972222222223,0.00020599431754301695
3.0,1.0,11.175972222222223,0.011529782933901035
4.0,1.0,11.175972222222223,0.0019443637421107682
4.0,484.0,11.175972222222223,0.004953257126415763
5.0,6.0,11.465719650205761,0.00256376125785522
5.0,7.0,11.465719650205761,0.007227703410994684
6.0,636.0,11.465719650205761,0.0014841295603100781
6.0,5.0,11.465719650205761,0.004134698771253628
7.0,5.0,11.465719650205761,0.004566000033742132
7.0,2.0,11.465719650205761,0.00021940393887871489
8.0,9.0,11.465719650205761,0.0007773296381604709
8.0,10.0,11.465719650205761,0.007153762493781492
9.0,11.0,11.465719650205761,0.000864915300967627
9.0,8.0,11.465719650205761,0.0011769172008412804
10.0,8.0,11.465719650205761,0.00495960425522594
10.0,636.0,11.465719650205761,0.0021573525739308807
11.0,12.0,11.465719650205761,0.003176257241076221
11.0,9.0,11.465719650205761,0.001394840587955241
12.0,11.0,11.465719650205761,0.008255711149801715
13.0,14.0,11.175972222222223,0.0014881846160548998
13.0,15.0,11.175972222222223,0.0013694275335726562
14.0,448.0,11.175972222222223,0.01432890985245591
14.0,13.0,11.175972222222223,0.00036065241656169984
15.0,19.0,11.175972222222223,0.009526328949419247
15.0,13.0,11.175972222222223,0.00330790386461517
16.0,17.0,11.175972222222223,0.026576289759441797
16.0,18.0,11.175972222222223,0.0013782435449123272
17.0,259.0,11.175972222222223,0.007458724522987944
17.0,16.0,11.175972222222223,0.002743520681298145
18.0,16.0,11.175972222222223,0.010542279360349883
18.0,915.0,11.175972222222223,0.0027464243518096672
19.0,15.0,11.175972222222223,0.017275256786304205
19.0,263.0,11.175972222222223,0.0022665981950718605
20.0,21.0,13.411166666666668,0.0025418819169296214
20.0,22.0,13.411166666666668,0.0068730472725754615
21.0,960.0,13.411166666666668,0.005191205442599281
21.0,20.0,13.411166666666668,0.005440916071660291
22.0,275.0,11.465719650205761,0.0008707095500558407
22.0,20.0,13.411166666666668,0.0029278040932619433
22.0,276.0,13.411166666666668,0.003701724745667939
23.0,24.0,13.411166666666668,0.006682849110362384
23.0,25.0,13.411166666666668,0.021974075006893662
24.0,322.0,13.411166666666668,0.00054975797836638
24.0,23.0,13.411166666666668,0.012468675044419763
25.0,23.0,13.411166666666668,0.014298793685406862
25.0,524.0,13.411166666666668,0.015150235356750428
26.0,27.0,11.465719650205761,0.0031071943701599606
26.0,28.0,11.465719650205761,0.0004897921785348693
27.0,481.0,11.465719650205761,0.005902963355311407
27.0,482.0,11.465719650205761,0.000837656930280884
27.0,483.0,11.465719650205761,0.002965962788014507
27.0,26.0,11.465719650205761,0.0014390456547855816
28.0,26.0,11.465719650205761,0.0004897921785348693
28.0,1018.0,11.465719650205761,0.017964280303450587
29.0,30.0,11.465719650205761,0.010796563675620654
29.0,31.0,11.465719650205761,0.008449748560664867
30.0,48.0,11.465719650205761,0.002892865808720984
30.0,29.0,11.465719650205761,0.005619244320503466
31.0,29.0,11.465719650205761,0.01798861910081487
